Data_center,power_usage_2023_kwh,power_usage_per_hour_2023_kwh,Data_center_address,Longitude_of_data_center,Latitude_of_data_center,Is_it_accurate,market,Number_of_Market_Data_Centers,states,Number_of_States_Data_Centers
Equinix CH7,49338.91391,5.632296108,111 Plaza Drive,-87.9729166,41.81252357,GoogleMap,Chicago,131,Illinois,149
LexisNexis Oak Brook,49338.91391,5.632296108,1808 Swift Dr,-87.92100076,41.85380872,GoogleMap,Chicago,131,Illinois,149
Equinix CH2,49338.91391,5.632296108,350 E Cermak Rd,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Edged Chicago ORD3,49338.91391,5.632296108,2725 Bilter Rd,-88.2438382,41.8039303,ROOFTOP,Chicago,131,Illinois,149
Edged Chicago ORD1,49338.91391,5.632296108,2815 Bilter Rd,-88.2418579,41.804784,ROOFTOP,Chicago,131,Illinois,149
Edged Chicago ORD2,49338.91391,5.632296108,2835 Bilter Rd,-88.2419968,41.8079906,RANGE_INTERPOLATED,Chicago,131,Illinois,149
Equinix CH1,49338.91391,5.632296108,350 E Cermak Rd,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Edged Chicago Campus,49338.91391,5.632296108,2725-2815 Bilter Rd,-88.2438382,41.8039303,ROOFTOP,Chicago,131,Illinois,149
Amazon AWS ORD - 63050 Prairie,49338.91391,5.632296108,63050 Prairie Dr,-90.5942848,38.2444862,GEOMETRIC_CENTER,Chicago,131,Illinois,149
Lumen Chicago 3,49338.91391,5.632296108,200 N LaSalle St,-87.6330306,41.8860714,ROOFTOP,Chicago,131,Illinois,149
Meta DeKalb Data Center,49338.91391,5.632296108,1510 E Gurler Rd,-88.7335457,41.8912061,ROOFTOP,Chicago,131,Illinois,149
WOWaccess Data Center,49338.91391,5.632296108,184 Shuman Blvd,-88.1479868,41.8028581,ROOFTOP,Chicago,131,Illinois,149
Microsoft Plano (IL),49338.91391,5.632296108,Eldamain Rd & Corneils Rd,-88.4888104,41.6900357,GEOMETRIC_CENTER,Chicago,131,Illinois,149
Compass Hoffman Estates,49338.91391,5.632296108,3333 Beverly Rd,-73.9499433,40.64508,GEOMETRIC_CENTER,Chicago,131,Illinois,149
Amazon AWS - New Carlisle,49338.91391,5.632296108,Huckleberry Rd & Gordon Rd,-117.9030312,33.7630368,GEOMETRIC_CENTER,Chicago,131,Illinois,149
Equinix CH3,49338.91391,5.632296108,1905 Lunt Avenue,-87.9548634,42.0010976,ROOFTOP,Chicago,131,Illinois,149
Centersquare - Chicago ORD1-A,49338.91391,5.632296108,350 East Cermak,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Lumen South Holland 1,49338.91391,5.632296108,200 E 166th St,-73.9180938,40.8312232,ROOFTOP,Chicago,131,Illinois,149
GigeNET Chicago,49338.91391,5.632296108,545 E. Algonquin Rd.,-87.9760482,42.0402966,ROOFTOP,Chicago,131,Illinois,149
Volico Chicago,49338.91391,5.632296108,350 E Cermak Rd,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
NetSource Naperville 2,49338.91391,5.632296108,1717 Park St.,-88.149362,41.79848027,GoogleMap,Chicago,131,Illinois,149
Centersquare - Chicago ORD2,49338.91391,5.632296108,2425 Busse Road,-87.9581676,41.9922035,ROOFTOP,Chicago,131,Illinois,149
Lumen 350 E Cermak,49338.91391,5.632296108,350 E Cermark Road,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Lumen Chicago,49338.91391,5.632296108,111 N Canal St,-80.9751639,41.1920969,GEOMETRIC_CENTER,Chicago,131,Illinois,149
Synoptek - Chicago Data Center,49338.91391,5.632296108,350 East Cermak Road,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Lumen Broadview 1,49338.91391,5.632296108,2101 Roberts Drive,-87.8583122,41.85449669,GoogleMap,Chicago,131,Illinois,149
Lumen Arlington Heights 1,49338.91391,5.632296108,"1305 E. Algonquin Avenue,",-79.4665259,46.3274799,RANGE_INTERPOLATED,Chicago,131,Illinois,149
Centersquare - Chicago ORD1-B,49338.91391,5.632296108,350 East Cermak,-87.6183534,41.853678,ROOFTOP,Chicago,131,Illinois,149
Lumen Chicago 5,49338.91391,5.632296108,600 S. Federal,-87.62994773,41.87424015,GoogleMap,Chicago,131,Illinois,149
Lumen Chicago 4,49338.91391,5.632296108,600 West Chicago Ave.,-87.6434316,41.8976307,ROOFTOP,Chicago,131,Illinois,149
First Communications Data Center,49338.91391,5.632296108,601 W. Polk St.,-87.643072,41.8717744,ROOFTOP,Chicago,131,Illinois,149
US Signal Oak Brook,49338.91391,5.632296108,810 Jorie Blvd,-87.9396592,41.8462776,ROOFTOP,Chicago,131,Illinois,149
Schaumburg,49338.91391,5.632296108,"432 E State Pkwy, STE 128",-88.0693483,42.056175,ROOFTOP,Chicago,131,Illinois,149
Nexeon CHI1,49338.91391,5.632296108,603 Discovery Dr,-88.2489769,41.87596007,GoogleMap,Chicago,131,Illinois,149
Chicago Board of Trade Building,49338.91391,5.632296108,141 West Jackson,-87.63240796,41.87802384,GoogleMap,Chicago,131,Illinois,149
600 West Chicago Avenue,49338.91391,5.632296108,600 West Chicago Avenue,-87.6434316,41.8976307,ROOFTOP,Chicago,131,Illinois,149
1808 Swift Drive,49338.91391,5.632296108,1808 Swift Drive,-87.92100076,41.85380872,GoogleMap,Chicago,131,Illinois,149
FDCservers.net Chicago,49338.91391,5.632296108,141 West Jackson Blvd.,-87.632401,41.878023,ROOFTOP,Chicago,131,Illinois,149
CBOT Data Center,49338.91391,5.632296108,141 West Jackson,-87.63240796,41.87802384,GoogleMap,Chicago,131,Illinois,149
Axon Datacenter,49338.91391,5.632296108,7093 Barry,-87.89145402,42.00756787,GoogleMap,Chicago,131,Illinois,149
DLS Internet LITH,49338.91391,5.632296108,950 E. Oak Street,-88.30810815,42.18937633,GoogleMap,Chicago,131,Illinois,149
CBTS - Lombard,49338.91391,5.632296108,1850 W Srpinger,-88.02977326,41.84929094,GoogleMap,Chicago,131,Illinois,149
Lumen Chicago 2,49338.91391,5.632296108,900 N. Kingsbury Street,-87.6445018,41.8989711,ROOFTOP,Chicago,131,Illinois,149
Hostrunway Data Center,49338.91391,5.632296108,1850 Springer Dr,-122.3510103,40.5939826,RANGE_INTERPOLATED,Chicago,131,Illinois,149
Worknet Naperville,49338.91391,5.632296108,60563,-88.1974148,41.7962928,APPROXIMATE,Chicago,131,Illinois,149
Navisite Oak Brook,49338.91391,5.632296108,800 Jorie Blvd,-87.9416406,41.8453735,ROOFTOP,Chicago,131,Illinois,149
Neutral Tandem,49338.91391,5.632296108,717 S Wells St,-87.63327,41.872911,ROOFTOP,Chicago,131,Illinois,149
360 East 22nd Street,49338.91391,5.632296108,360 East 22nd Street,-73.9794256,40.7361994,RANGE_INTERPOLATED,Chicago,131,Illinois,149
427 LaSalle,49338.91391,5.632296108,427 South LaSalle Street,-87.63163947,41.87612918,GoogleMap,Chicago,131,Illinois,149
216 West Jackson Boulevard,49338.91391,5.632296108,216 West Jackson Boulevard,-87.6345247,41.8784646,ROOFTOP,Chicago,131,Illinois,149
Navisite Chicago,49338.91391,5.632296108,725 S Wells,-87.6332523,41.87259765,GoogleMap,Chicago,131,Illinois,149
DLS Internet 216 Jackson,49338.91391,5.632296108,216 West Jackson Boulevard,-87.6345247,41.8784646,ROOFTOP,Chicago,131,Illinois,149
Hostway Boeing Data Center,49338.91391,5.632296108,100 North Riverside Plaza,-87.6388427,41.8841353,ROOFTOP,Chicago,131,Illinois,149
CBTS Lombard Data Center,49338.91391,5.632296108,564 Winter Lane,-105.7060128,32.6268708,RANGE_INTERPOLATED,Chicago,131,Illinois,149
STL Data Center,49338.91391,5.632296108,501 S. Towanda Barnes Rd.,-88.903297,40.4689665,ROOFTOP,Bloomington,2,Illinois,149
Pearl Technology Bloomington Data Center,49338.91391,5.632296108,303 E Washington Street,-88.99035196,40.4793804,GoogleMap,Bloomington,2,Illinois,149
Consolidated Mattoon,49338.91391,5.632296108,1501 Charleston Ave,-82.4300094,38.4122365,RANGE_INTERPOLATED,Champaign,2,Illinois,149
ColocationPLUS Champaign,49338.91391,5.632296108,401 S Chestnut,-88.24235785,40.11243453,GoogleMap,Champaign,2,Illinois,149
Pearl Technology Peoria Data Center,49338.91391,5.632296108,606 NE Jefferson Street,-89.58385629,40.69672951,GoogleMap,Peoria,1,Illinois,149
Aurora/Chicago,49338.91391,5.632296108,4267 Meridian Parkway,-88.2170549,41.7722028,ROOFTOP,Aurora,11,Illinois,149
CyrusOne Yorkville Campus,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 3,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 7,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 5,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 6,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 2,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 4,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 9,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 8,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
CyrusOne Yorkville - Building 1,49338.91391,5.632296108,60545,-88.5371958,41.6916264,APPROXIMATE,Aurora,11,Illinois,149
DataPoint,49338.91391,5.632296108,4901 Colt Road,-89.0209732,42.2255014,ROOFTOP,Rockford,1,Illinois,149
ColocationPLUS Rantoul,49338.91391,5.632296108,101 W International Ave,-88.159441,40.301827,ROOFTOP,Rantoul,1,Illinois,149
Hivelocity - Tampa 1,11252.68293,1.284552846,8010 Woodland Center Blvd.,-82.5247563,28.01986,ROOFTOP,Tampa,23,Florida,123
Hivelocity - Tampa 2,11252.68293,1.284552846,5908 Hampton Oaks Parkway,-82.3583348,28.0048878,ROOFTOP,Tampa,23,Florida,123
Flexential Tampa - West Data Center,11252.68293,1.284552846,9417 Corporate Lake Drive,-82.5400043,28.0372131,ROOFTOP,Tampa,23,Florida,123
Flexential Tampa - North Data Center,11252.68293,1.284552846,8350 Parkedge Drive,-90.5525628,38.3985927,RANGE_INTERPOLATED,Tampa,23,Florida,123
Datatech Hosting Tampa,11252.68293,1.284552846,7904 Hopi Place,-82.529751,28.0191833,ROOFTOP,Tampa,23,Florida,123
Cologix LAK1,11252.68293,1.284552846,2850 Interstate Drive,-84.4675733,39.3087436,GEOMETRIC_CENTER,Tampa,23,Florida,123
Centersquare - Tampa TPA1,11252.68293,1.284552846,9310 Florida Palm Dr.,-82.3511311,27.94601,ROOFTOP,Tampa,23,Florida,123
Cogent Data Center - Tampa,11252.68293,1.284552846,400 N Tampa St,-82.4595212,27.9477083,ROOFTOP,Tampa,23,Florida,123
365 Data Centers - Tampa,11252.68293,1.284552846,655 N Franklin St.,-82.4583934,27.9496061,ROOFTOP,Tampa,23,Florida,123
E Solutions,11252.68293,1.284552846,400 North Tampa Street,-82.4595212,27.9477083,ROOFTOP,Tampa,23,Florida,123
Lumen Tampa 1,11252.68293,1.284552846,7909 Woodland Center Blvd,-82.5234778,28.018789,ROOFTOP,Tampa,23,Florida,123
Verizon Tampa,11252.68293,1.284552846,5904-A Hampton Oaks Pkwy,-82.3589427,28.0054077,ROOFTOP,Tampa,23,Florida,123
Lumen Tampa 4,11252.68293,1.284552846,400 North Tampa Street,-82.4595212,27.9477083,ROOFTOP,Tampa,23,Florida,123
Lumen Tampa 2,11252.68293,1.284552846,59007 Hampton Oaks Parkway,-82.3576864,28.004432,GEOMETRIC_CENTER,Tampa,23,Florida,123
Lumen Tampa 3,11252.68293,1.284552846,1700 N 25th Street,-87.9451845,43.0527721,RANGE_INTERPOLATED,Tampa,23,Florida,123
OneColo,11252.68293,1.284552846,610 N Morgan St,-87.6528624,41.8935233,RANGE_INTERPOLATED,Tampa,23,Florida,123
Hostway Tampa,11252.68293,1.284552846,412 East Madison Avenue,-123.0636184,43.7939819,RANGE_INTERPOLATED,Tampa,23,Florida,123
IT Support Guys - Tampa,11252.68293,1.284552846,2709 N Rocky Point Dr,-82.5677374,27.9645519,ROOFTOP,Tampa,23,Florida,123
Hostway Tampa Franklin,11252.68293,1.284552846,655 N Franklin St,-82.4583934,27.9496061,ROOFTOP,Tampa,23,Florida,123
655 North Franklin,11252.68293,1.284552846,655 North Franklin Street,-87.6356363,41.8939802,RANGE_INTERPOLATED,Tampa,23,Florida,123
Acehost Tampa,11252.68293,1.284552846,203 Marion St,,,,Tampa,23,Florida,123
Park Tower,11252.68293,1.284552846,400 North Tampa Street,-82.4595212,27.9477083,ROOFTOP,Tampa,23,Florida,123
Acehost.com,11252.68293,1.284552846,412 E Madison St suite 1010,-82.45702445,27.94898284,GoogleMap,Tampa,23,Florida,123
36 NE 2nd St (MIA10),11252.68293,1.284552846,36 NE 2nd Street,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Iron Mountain Data Centers MIA-1,11252.68293,1.284552846,2925 NW 120th Terrace,-80.2472068,25.8845875,ROOFTOP,Miami,41,Florida,123
Hivelocity - Miami 1,11252.68293,1.284552846,50 NE 9th St,-82.3147415,29.652309,RANGE_INTERPOLATED,Miami,41,Florida,123
2300 NW 89th Pl (MIA11),11252.68293,1.284552846,2300 NW 89th Pl,-80.3432196,25.7952595,ROOFTOP,Miami,41,Florida,123
Equinix MI1 (NAP of the Americas),11252.68293,1.284552846,50 NE 9th Street,-82.3147415,29.652309,RANGE_INTERPOLATED,Miami,41,Florida,123
KeyCenter,11252.68293,1.284552846,11300 NW 25th Street,-80.3799457,25.7961266,ROOFTOP,Miami,41,Florida,123
CoreSite Miami (MI1),11252.68293,1.284552846,2115 NW 22nd Street,-97.5796043,35.4922402,GEOMETRIC_CENTER,Miami,41,Florida,123
NetcroHosting,11252.68293,1.284552846,36 NE 2nd St,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Cogent Data Center - Miami,11252.68293,1.284552846,200 SE 1st St,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
Aptum Miami,11252.68293,1.284552846,2300 NW 89th Pl,-80.3432196,25.7952595,ROOFTOP,Miami,41,Florida,123
QTS Miami,11252.68293,1.284552846,11234 NW 20th St.,-77.0449008,38.9072437,GEOMETRIC_CENTER,Miami,41,Florida,123
Volico Miami 2,11252.68293,1.284552846,36 NE 2nd St,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Nabiax Key Center,11252.68293,1.284552846,11300 NW 25th Street,-80.3799457,25.7961266,ROOFTOP,Miami,41,Florida,123
EdgeConneX Miami - EDCMIA02,11252.68293,1.284552846,475 NE 185th St.,-80.1914751,25.9454596,ROOFTOP,Miami,41,Florida,123
DataBank MIA1 - Downtown Miami,11252.68293,1.284552846,36 NE 2nd St,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
MIA2,11252.68293,1.284552846,200 SE 1st St,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
EdgeConneX Miami - EDCMIA01,11252.68293,1.284552846,2132 NW 114th Ave,-80.3812425,25.793027,ROOFTOP,Miami,41,Florida,123
Colocation America MiamiDC1,11252.68293,1.284552846,36 NE 2nd St,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Equinix MI6,11252.68293,1.284552846,"1525 NW 98th Court, International Corporate Park",-80.3546521,25.7876698,ROOFTOP,Miami,41,Florida,123
South Reach Networks,11252.68293,1.284552846,36 NE 2nd Street,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Volico Miami 1,11252.68293,1.284552846,100N Biscayne Blvd,-80.1881889,25.7756147,ROOFTOP,Miami,41,Florida,123
ColoHouse Miami,11252.68293,1.284552846,36 NE 2nd Street,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
AT&T Miami,11252.68293,1.284552846,444 NW 79th Ave,-80.2310346,26.2360863,RANGE_INTERPOLATED,Miami,41,Florida,123
iM Critical Miami Data Center,11252.68293,1.284552846,100 NE 80th Terrace,-80.1949235,25.8483643,ROOFTOP,Miami,41,Florida,123
Equinix MI2,11252.68293,1.284552846,36 Northeast Second Street,-80.190335,25.7761972,GEOMETRIC_CENTER,Miami,41,Florida,123
Lumen Miami 5,11252.68293,1.284552846,1109 NW 22nd St,-80.2148204,25.7979518,ROOFTOP,Miami,41,Florida,123
Lumen Miami 4,11252.68293,1.284552846,50 NE 9th St,-82.3147415,29.652309,RANGE_INTERPOLATED,Miami,41,Florida,123
IPXON Miami,11252.68293,1.284552846,50 NE 9th St,-82.3147415,29.652309,RANGE_INTERPOLATED,Miami,41,Florida,123
Verizon Miami,11252.68293,1.284552846,16563 NW 15th Ave,-80.2241896,25.8593604,RANGE_INTERPOLATED,Miami,41,Florida,123
Lumen Miami,11252.68293,1.284552846,49 N.W. 5th Street,-80.1949173,25.7792407,ROOFTOP,Miami,41,Florida,123
Lumen Miami 3,11252.68293,1.284552846,200 SE First Street,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
NocRoom Miami Colocation and VPS,11252.68293,1.284552846,36 NE 2nd Street,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Navegalo Miami Data Center,11252.68293,1.284552846,36 NE 2nd Street,-93.2661577,45.0019903,GEOMETRIC_CENTER,Miami,41,Florida,123
Net Data,11252.68293,1.284552846,1080 NW 163rd Drive,-80.2174381,25.9243366,ROOFTOP,Miami,41,Florida,123
Digiport DataCenter,11252.68293,1.284552846,200 SE 1st Street,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
Dedicated Server Store,11252.68293,1.284552846,1953 NW 22nd Street,-97.5796043,35.4922402,GEOMETRIC_CENTER,Miami,41,Florida,123
BurstNET - Miami DC1,11252.68293,1.284552846,200 SE 1ST ST,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
Nettogo,11252.68293,1.284552846,11560 SW 120 St,-80.38213638,25.65629537,GoogleMap,Miami,41,Florida,123
Virtual Servers Data Center,11252.68293,1.284552846,1100 NW 163rd Drive,-80.2177602,25.9240557,ROOFTOP,Miami,41,Florida,123
200 Technology Center,11252.68293,1.284552846,200 SE 1st Street,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
Volico,11252.68293,1.284552846,200 SE 1st St,-80.18992709,25.77322468,GoogleMap,Miami,41,Florida,123
CoreSite Orlando (OR1),11252.68293,1.284552846,9701 S. John Young Parkway,-81.4198393,28.4271462,ROOFTOP,Orlando,14,Florida,123
HostDime Orlando,11252.68293,1.284552846,440 West Kennedy Blvd,-82.4654127,27.9448338,RANGE_INTERPOLATED,Orlando,14,Florida,123
ndtHOST,11252.68293,1.284552846,8635 Holiday Springs Rd.,-80.6947575,28.2603016,GEOMETRIC_CENTER,Orlando,14,Florida,123
HostDime Orlando 2,11252.68293,1.284552846,1 Innovative Pl,-81.3856569,28.6144634,ROOFTOP,Orlando,14,Florida,123
Thrive US - Winter Haven,11252.68293,1.284552846,200 Avenue B NW,-81.7292136,28.023678,ROOFTOP,Orlando,14,Florida,123
Cogent Data Center - Orlando,11252.68293,1.284552846,17401 Wewahootee Rd,-81.1210185,28.4253303,ROOFTOP,Orlando,14,Florida,123
Colo Solutions Orlando,11252.68293,1.284552846,100 West Lucerne Circle,-81.3803867,28.5346898,ROOFTOP,Orlando,14,Florida,123
Lumen Orlando,11252.68293,1.284552846,380 South Lakew Destiny Drive,-81.38927994,28.61588214,GoogleMap,Orlando,14,Florida,123
Lumen Orlando 2,11252.68293,1.284552846,510 W. Columbia Street,-81.38517803,28.52702039,GoogleMap,Orlando,14,Florida,123
Lumen Orlando 3,11252.68293,1.284552846,7003 Presidents Dr,-81.4180446,28.463893,ROOFTOP,Orlando,14,Florida,123
Signal Hill Telecom Center,11252.68293,1.284552846,440 W. Kennedy Blvd,-82.4654127,27.9448338,RANGE_INTERPOLATED,Orlando,14,Florida,123
Corserva Orlando,11252.68293,1.284552846,8251 Presidents Drive,-81.4141013,28.4476967,ROOFTOP,Orlando,14,Florida,123
Atlantic.Net,11252.68293,1.284552846,440 West Kennedy Blvd,-82.4654127,27.9448338,RANGE_INTERPOLATED,Orlando,14,Florida,123
Smart City,11252.68293,1.284552846,1101 N. Keller Road,-81.3996502,28.6387736,ROOFTOP,Orlando,14,Florida,123
DSM Myfloridacloud.com Data Center（无）,11252.68293,1.284552846,,,,,Winter Haven,2,Florida,123
Inland Fiber & Data,11252.68293,1.284552846,"199 Ave B, NW",-100.2075583,34.4229719,RANGE_INTERPOLATED,Winter Haven,2,Florida,123
Volico Fort Lauderdale,11252.68293,1.284552846,500 Green Rd,-80.12935851,26.28966323,GoogleMap,Boca Raton,7,Florida,123
Equinix  MI3,11252.68293,1.284552846,4680 Conference Way South,-80.1092917,26.3889349,ROOFTOP,Boca Raton,7,Florida,123
Cogent Data Center - Boca Raton,11252.68293,1.284552846,5050 Conference Way North,-80.109732,26.3928052,ROOFTOP,Boca Raton,7,Florida,123
3500 NW,11252.68293,1.284552846,3500 NW 2nd Ave,-80.1993824,25.809585,RANGE_INTERPOLATED,Boca Raton,7,Florida,123
365 Data Centers-Boca Raton-Ph. 3&4,11252.68293,1.284552846,"3500 NW Boca Raton Blvd, Bldg 800",-80.0845196,26.3817708,ROOFTOP,Boca Raton,7,Florida,123
365 Data Centers-Boca Raton-Phase 2,11252.68293,1.284552846,"3500 NW Boca Raton Blvd, Bldg 900",-80.0843453,26.3818261,ROOFTOP,Boca Raton,7,Florida,123
Axios Hosting,11252.68293,1.284552846,5000 T-Rex Ave.,-80.1081693,26.391341,ROOFTOP,Boca Raton,7,Florida,123
Flexential Fort Lauderdale Data Center,11252.68293,1.284552846,5301 NW 33rd Ave,-80.1932918,26.1901149,ROOFTOP,Fort Lauderdale,4,Florida,123
365 Data Centers - Fort Lauderdale,11252.68293,1.284552846,3250 W Commercial Blvd,-80.1908779,26.1849777,ROOFTOP,Fort Lauderdale,4,Florida,123
Volico Deerfield,11252.68293,1.284552846,500 NW 48 Street,-77.0943502,38.938089,GEOMETRIC_CENTER,Fort Lauderdale,4,Florida,123
Lumen Fort Lauderdale 1,11252.68293,1.284552846,200 NW 2nd Street,-82.3266456,29.6681917,GEOMETRIC_CENTER,Fort Lauderdale,4,Florida,123
Cloud South,11252.68293,1.284552846,424 Hampton Road,115.7572831,-32.0658234,GEOMETRIC_CENTER,West Palm Beach,2,Florida,123
Lumen West Palm Beach 1,11252.68293,1.284552846,"410 Hampton Road,",-80.05517453,26.68357946,GoogleMap,West Palm Beach,2,Florida,123
Gainesville Data Center,11252.68293,1.284552846,2511 NW 41st Street,-80.2388492,25.813203,RANGE_INTERPOLATED,Gainesville,1,Florida,123
Flexential Jacksonville Data Center,11252.68293,1.284552846,4905 Belfort Road,-81.581866,30.24567,ROOFTOP,Jacksonville,15,Florida,123
TierPoint Jacksonville,11252.68293,1.284552846,8324 Baymeadows Way,-81.5820019,30.2163762,ROOFTOP,Jacksonville,15,Florida,123
Cologix JAX1,11252.68293,1.284552846,421 West Church Street,-81.662921,30.3314378,ROOFTOP,Jacksonville,15,Florida,123
EdgeConneX Jacksonville - EDCJAX01,11252.68293,1.284552846,"6602 Executive Park Ct N, Unit #105.",-81.6041277,30.2542917,ROOFTOP,Jacksonville,15,Florida,123
Cologix JAX2,11252.68293,1.284552846,4800 Spring Park Road,-81.6138663,30.2732215,ROOFTOP,Jacksonville,15,Florida,123
ScaleMatrix Jacksonville,11252.68293,1.284552846,8324 Baymeadows Way,-81.5820019,30.2163762,ROOFTOP,Jacksonville,15,Florida,123
SBA Edge Jacksonville,11252.68293,1.284552846,800 Water Street,-52.7202961,47.5481425,RANGE_INTERPOLATED,Jacksonville,15,Florida,123
American Tower EDC Jacksonville,11252.68293,1.284552846,325 17th Ave N,-82.6378718,27.7887411,RANGE_INTERPOLATED,Jacksonville,15,Florida,123
Windstream Jacksonville,11252.68293,1.284552846,421 W. Church St.,-81.66286462,30.33141631,GoogleMap,Jacksonville,15,Florida,123
DC BLOX Palm Coast,11252.68293,1.284552846,1035 Town Center Blvd,-81.3742455,28.3621354,RANGE_INTERPOLATED,Jacksonville,15,Florida,123
SBA Edge JaxNAP,11252.68293,1.284552846,421 West Church Street,-81.662921,30.3314378,ROOFTOP,Jacksonville,15,Florida,123
